Dernier,MA_150,MA_100,MA_50,RSI,signal_MA_50_MA_150,signal_MA_100_MA_150,signal_MA_50_MA_100
60973.4,65941.31333333334,61078.452000000005,61564.058,50.16115306706019,0.0,0.0,1.0
60403.3,65723.57266666667,61054.291,61582.46199999999,48.53260738582164,0.0,0.0,1.0
61685.3,65481.90666666667,61050.53,61638.624,52.284205117085676,0.0,0.0,1.0
60849.4,65236.24266666667,61038.21400000001,61704.92,49.73839031648318,0.0,0.0,1.0
61809.4,64988.774,61048.796,61766.952000000005,52.59333248775502,0.0,0.0,1.0
60292.7,64734.89533333333,61045.265999999996,61760.902,47.958445421719375,0.0,0.0,1.0
63196.2,64527.510666666676,61068.873,61837.825999999994,55.959816520098016,0.0,0.0,1.0
64261.0,64340.98933333334,61078.09099999999,61948.78,58.480931477139954,0.0,0.0,1.0
64128.5,64165.32133333334,61063.305,62012.71599999999,58.03571483833418,0.0,0.0,1.0
64854.3,63998.791999999994,61053.183,62092.79,59.83932978631848,0.0,0.0,1.0
64980.9,63828.403999999995,61045.22900000001,62158.414000000004,60.160972817740074,0.0,0.0,1.0
65159.9,63655.82666666667,61045.071,62359.193999999996,60.64095133100798,0.0,0.0,1.0
66498.8,63517.191999999995,61078.494000000006,62568.014,64.12281107348399,0.0,0.0,1.0
66674.7,63358.87533333334,61102.67300000001,62821.928,64.5663028085673,0.0,0.0,1.0
66223.0,63214.08666666667,61131.585,62983.552,62.432060494194886,0.0,0.0,1.0
66034.8,63063.22466666666,61156.206000000006,63090.314000000006,61.51961769655139,1.0,0.0,1.0
66773.1,62972.45533333334,61190.456,63196.20199999999,63.757387490823234,1.0,0.0,1.0
68260.1,62916.18733333333,61241.045,63253.945999999996,67.81684026617756,1.0,0.0,1.0
67319.8,62854.87066666666,61284.857,63307.822,63.01063818710622,1.0,0.0,1.0
69538.2,62812.668000000005,61362.66300000001,63374.888,68.65473578029176,1.0,0.0,1.0
69650.6,62773.096666666665,61456.078,63431.926,68.91355698015498,1.0,0.0,1.0
69310.1,62772.67266666667,61567.047999999995,63453.002,67.10586724082276,1.0,0.0,1.0
69347.9,62782.666666666664,61669.142,63483.098,67.20870135462079,1.0,0.0,1.0
70791.5,62796.146,61777.102999999996,63540.755999999994,70.94452605882009,1.0,0.0,1.0
71083.7,62807.86533333333,61882.824,63646.444,71.64860337473888,1.0,0.0,1.0
70549.2,62814.812000000005,62006.971000000005,63750.018,68.38422494922305,1.0,0.0,1.0
68807.8,62804.98533333332,62121.662000000004,63807.418000000005,58.95924944916979,1.0,0.0,1.0
67773.5,62774.49,62223.047,63811.816000000006,54.18266630806177,1.0,0.0,1.0
67760.8,62741.359333333334,62330.15900000001,63803.858,54.12468304648116,1.0,0.0,1.0
67530.1,62725.19933333334,62456.846999999994,63811.49,53.01482319194521,1.0,0.0,1.0
68354.7,62727.53333333333,62598.829,63845.03600000001,56.452143316070696,1.0,0.0,1.0
67635.8,62731.193333333336,62735.51899999999,63918.142,52.82387646983993,1.0,1.0,1.0
68366.0,62742.321333333326,62857.346999999994,64003.678,55.92266634604224,1.0,1.0,1.0
69428.7,62750.56933333333,62971.9,64091.25800000001,60.0368452811114,1.0,1.0,1.0
68514.8,62762.91,63082.25,64165.906,55.25989626055975,1.0,1.0,1.0
69284.4,62775.29066666667,63183.754,64335.695999999996,58.27097456764278,1.0,1.0,1.0
68547.6,62783.13266666667,63296.073,64522.452000000005,54.489940108626996,1.0,1.0,1.0
67975.7,62776.10066666668,63386.043999999994,64724.264,51.68650392774551,1.0,1.0,1.0
69155.4,62781.323333333334,63486.401000000005,64960.626000000004,56.64192437206539,1.0,1.0,1.0
70139.9,62792.768666666656,63594.065,65208.49,60.301378395937896,1.0,1.0,1.0
71422.7,62819.46400000001,63718.132000000005,65476.155999999995,64.50515384034796,1.0,1.0,1.0
66279.1,62810.538666666675,63786.414000000004,65667.24399999999,44.26488293191721,1.0,1.0,1.0
66917.5,62809.472,63827.127,65888.372,46.50834293625406,1.0,1.0,1.0
67036.8,62815.83933333332,63854.763,66063.924,46.938179944699165,1.0,1.0,1.0
65231.0,62831.573333333334,63865.48,66235.70800000001,41.501924255786925,1.0,1.0,1.0
66225.1,62851.706666666665,63887.2,66419.68400000001,45.26046969195928,1.0,1.0,1.0
61569.4,62845.50666666667,63899.172,66447.08600000001,34.183242220919254,1.0,1.0,1.0
62937.2,62862.98,63916.96300000001,66463.764,38.91344689166657,1.0,1.0,1.0
61480.0,62868.654666666676,63941.705,66435.562,35.949202827156284,1.0,1.0,1.0
60826.6,62859.78533333334,63955.262,66397.008,34.6737632538006,1.0,1.0,1.0
60796.9,62850.12733333333,63978.76800000001,66393.478,34.613648647529146,1.0,1.0,1.0
63075.0,62851.83133333334,64014.687000000005,66446.912,42.804712194015764,1.0,1.0,1.0
61207.5,62846.13866666667,64037.99,66437.356,38.54223033462339,1.0,1.0,1.0
62317.7,62847.71666666667,64085.820999999996,66466.72200000001,42.22549152983006,1.0,1.0,1.0
63163.1,62863.79599999999,64130.374,66493.796,44.93194855485295,1.0,1.0,1.0
64006.4,62886.200666666664,64164.486,66568.07,47.57038180517041,1.0,1.0,1.0
63888.3,62906.55266666667,64209.869000000006,66581.912,47.229103575531774,1.0,1.0,1.0
62877.5,62903.474666666676,64251.511000000006,66554.242,44.29974083961049,1.0,1.0,1.0
59121.3,62860.23599999999,64233.407,66454.09800000001,35.49041480081996,1.0,1.0,1.0
58331.2,62810.00066666667,64208.21300000001,66323.636,33.96061337732735,1.0,1.0,1.0
60666.6,62775.936,64197.882000000005,66237.35,41.92862553629515,1.0,1.0,1.0
63860.1,62767.16533333332,64285.274,66211.354,50.69000077426069,1.0,1.0,1.0
63109.7,62766.85333333333,64355.793,66143.572,48.825893242538484,1.0,1.0,1.0
63456.8,62761.52,64450.570999999996,66079.214,49.746473544809994,1.0,1.0,1.0
63766.4,62764.41733333333,64506.817,66030.082,50.60010122236398,1.0,1.0,1.0
64497.1,62770.58,64544.820999999996,65999.328,52.64463356535637,1.0,1.0,1.0
64285.7,62776.830666666676,64572.890999999996,65949.58,51.97442773537773,1.0,1.0,1.0
66415.0,62798.256,64583.312000000005,65912.67800000001,57.80170346839002,1.0,1.0,1.0
66829.3,62824.193999999996,64605.345,65902.868,58.847981072140335,1.0,1.0,1.0
64940.2,62845.411333333344,64592.898,65810.90800000001,52.46076868731292,1.0,1.0,1.0
64961.1,62876.42466666667,64574.522000000004,65717.118,52.52216562525431,1.0,1.0,1.0
63799.1,62913.664666666664,64529.95,65606.898,48.752232951562,1.0,1.0,1.0
63481.4,62942.61733333333,64486.333000000006,65489.568,47.74321612060611,1.0,1.0,1.0
61278.9,62951.174000000006,64420.03599999999,65299.316,41.35327070260613,1.0,1.0,1.0
63805.3,62973.13199999999,64400.096,65153.748,49.67379246237115,1.0,1.0,1.0
63411.9,63008.314666666665,64380.51,65011.002,48.51943730954343,1.0,1.0,1.0
65697.4,63064.039333333334,64378.10600000001,64948.793999999994,55.05423908124789,1.0,1.0,1.0
63849.9,63105.472,64341.068999999996,64870.322,49.57591436325161,1.0,1.0,1.0
67151.9,63172.82066666667,64331.001000000004,64858.144,57.68118952689686,1.0,1.0,1.0
70011.6,63273.82266666667,64359.632000000005,64907.774000000005,63.19845490675093,1.0,1.0,1.0
70622.1,63383.59333333333,64399.079000000005,64953.121999999996,64.26943208782144,1.0,1.0,1.0
