Date,Dernier,MA_150,MA_100,MA_50,RSI
2023-05-25,0.24827693585219013,24622.296666666665,26659.378000000004,28246.951999999997,40.21052157540926
2023-05-26,0.25050106629928093,24688.999333333337,26683.214,28220.447999999997,43.083246468439405
2023-05-27,0.25187876271538295,24757.741333333335,26716.393000000004,28199.39,44.85085470104142
2023-05-28,0.26333157189499307,24833.97333333333,26751.37,28201.99,56.84826122234315
2023-05-29,0.2602006152452488,24908.188,26782.45,28190.246,53.42646056467849
2023-05-30,0.259811840640157,24982.593333333334,26816.403,28151.39,52.999863572462765
2023-05-31,0.2552626115839734,25053.24466666667,26840.168999999998,28091.52,48.15453555908223
2023-06-01,0.25151546605771224,25120.876,26863.852000000003,28030.172000000002,44.542358123434205
2023-06-02,0.2555324891011002,25191.345999999998,26894.433000000005,27967.318,48.96225185643525
2023-06-03,0.2539028440938343,25259.478666666666,26925.79,27899.307999999997,47.314770394191704
2023-06-04,0.2543774888180119,25328.095333333335,26965.097999999998,27835.762000000002,47.86500615239153
2023-06-05,0.24140355181459602,25386.738666666664,26990.911,27744.504,36.60996559255996
2023-06-06,0.25539566308717226,25455.316000000003,27027.626,27700.41,50.2082097720868
2023-06-07,0.24701908015173532,25516.806000000004,27056.11,27619.615999999995,44.10796581849105
2023-06-08,0.24851567365580232,25578.946,27089.816000000003,27573.363999999998,45.384722840599565
2023-06-09,0.2483099628210693,25639.214,27118.187,27538.14,45.23177618837433
2023-06-10,0.2423150961556608,25691.892000000003,27141.972999999998,27509.724,40.9054567829914
2023-06-11,0.24311151791948968,25739.072666666667,27177.713,27472.014,41.70320871277161
2023-06-12,0.24290769434012113,25778.938,27213.31,27438.322,41.54862166888401
2023-06-13,0.2431209541963123,25812.079333333335,27248.321,27406.724,41.79174552103118
2023-06-14,0.23557287636590105,25840.410666666667,27275.516,27343.338,36.07270171342119
2023-06-15,0.2399305490025855,25869.791333333334,27309.451,27286.672,41.085263801344894
2023-06-16,0.24700775661954816,25904.486,27355.756,27223.98,48.190446968584915
2023-06-17,0.2486468379036367,25943.448666666667,27417.288000000004,27167.843999999997,49.703358610643654
2023-06-18,0.246992658576632,25978.50533333333,27479.118,27109.956000000002,48.17443041821209
2023-06-19,0.2517693019042406,26006.296666666665,27542.902,27061.832000000002,52.69918362942457
2023-06-20,0.265563251363542,26043.176666666666,27606.031000000003,27066.433999999997,62.79977643005236
2023-06-21,0.2815030101723064,26091.770666666667,27664.856,27092.99,70.60988840492429
2023-06-22,0.28049899031837994,26138.270666666667,27716.764,27110.327999999998,69.61841497453716
2023-06-23,0.2879432691037424,26191.916666666668,27780.730999999996,27147.074000000004,72.68136278947026
2023-06-24,0.2865674599430048,26241.773333333334,27836.026,27167.481999999996,71.25166437719597
2023-06-25,0.2859229622360201,26291.43533333333,27866.761000000002,27199.646,70.55153914637442
2023-06-26,0.2840517485420952,26339.384666666665,27900.286,27236.49,68.44857522563944
2023-06-27,0.28803480098892176,26390.459333333332,27927.59,27296.862,70.46655478495401
2023-06-28,0.28227395398871413,26432.629333333334,27951.171000000002,27345.736,64.08255844891968
2023-06-29,0.28573801121029685,26483.386000000002,27974.488,27402.584,66.07295246456255
2023-06-30,0.285994677939872,26532.371333333336,28006.6,27472.372000000003,66.22231194253999
2023-07-01,0.28706946986996806,26578.112666666668,28029.360999999997,27548.124000000003,66.87984647255158
2023-07-02,0.28736105082378693,26626.046666666665,28060.916,27624.928000000004,67.0671463300881
2023-07-03,0.2923962481363353,26677.514,28097.673,27709.554000000004,70.20106599140283
2023-07-04,0.2887830977409553,26727.144666666663,28125.622000000003,27781.244,65.39224128522366
2023-07-05,0.28637118538509443,26777.656666666666,28159.452,27850.793999999998,62.32318370515745
2023-07-06,0.2807122501745711,26825.332000000002,28185.961,27900.994,55.7159966803245
2023-07-07,0.284800988921811,26872.63,28205.921000000002,27971.362,59.090647905370865
2023-07-08,0.2842574593768282,26921.458,28228.514,28039.48,58.45296170539837
2023-07-09,0.28310717723215123,26977.28733333333,28245.446,28100.494,57.04979818686092
2023-07-10,0.2854511483948893,27035.822666666667,28265.037999999997,28173.802000000003,59.19913136255601
2023-07-11,0.2874138939739936,27094.246,28289.287999999997,28249.322,60.960845205023794
2023-07-12,0.285186932643856,27151.58266666667,28315.14,28312.654,57.90577504834514
2023-07-13,0.29536678808009503,27216.206,28348.157000000003,28415.408,66.23570750774137
2023-07-14,0.2845273368939551,27270.332000000002,28369.596,28492.24,53.985430756320554
2023-07-15,0.28428199369656704,27310.08866666667,28392.142999999996,28563.838000000003,53.7431448195749
2023-07-16,0.28375450582218276,27354.728000000003,28415.394,28631.398,53.19042096745632
2023-07-17,0.2828505105025761,27391.836,28437.379000000004,28672.767999999996,52.19961007134571
2023-07-18,0.28027535055768393,27426.738666666668,28452.781000000003,28715.316000000003,49.37789825474852
2023-07-19,0.2806801668333742,27464.11733333333,28455.468000000004,28759.546000000002,49.83695642024629
2023-07-20,0.2796544435427557,27497.193999999996,28451.382,28811.244,48.633528022610285
2023-07-21,0.2806178874063449,27533.543333333335,28451.549,28872.926,49.858281935577644
2023-07-22,0.2795402645932021,27570.892,28445.564000000002,28923.81,48.46629872301125
2023-07-23,0.28234283880951927,27611.889333333336,28441.698000000004,28984.088,52.20367019767587
2023-07-24,0.27377658670994764,27651.8,28430.483000000004,29025.203999999998,42.14315187089952
2023-07-25,0.2742531186894898,27692.216666666667,28419.665999999997,29094.828,42.80350256226869
2023-07-26,0.2754194425047653,27730.84,28418.839,29137.268000000004,44.473933597100505
2023-07-27,0.2741974446562364,27769.030666666666,28407.244000000002,29194.872000000003,43.055137209024345
2023-07-28,0.27506841300696394,27810.260666666665,28412.257,29251.15,44.41620373101469
2023-07-29,0.2754317096646347,27848.336,28423.387000000002,29308.634,45.00664772184216
2023-07-30,0.2747541849887708,27887.111333333334,28443.556,29377.388,44.06651831275669
2023-07-31,0.27428897654141576,27932.964666666663,28457.740999999995,29443.468000000004,43.39621710182129
2023-08-01,0.27881650216090736,27982.065333333332,28478.949,29519.576,51.179479601530886
2023-08-02,0.2737350670919282,28027.034666666666,28495.593000000004,29584.462000000003,43.885746621974796
2023-08-03,0.273882273010361,28072.23,28504.498,29665.658000000003,44.13413091423043
2023-08-04,0.2730915130126257,28118.281333333336,28511.307,29735.942000000003,43.032214286694874
2023-08-05,0.2727385962594598,28167.33,28507.229,29790.478,42.52194486400793
2023-08-06,0.2728631551135184,28225.46,28504.824,29841.804,42.77983927853003
2023-08-07,0.274022873535018,28285.77666666667,28504.525,29899.093999999997,45.2432681448077
2023-08-08,0.27943174740974197,28347.842666666667,28509.778,29957.724,54.978566283417045
2023-08-09,0.27755015381131215,28398.39733333333,28524.782000000003,29983.13,51.54532241762785
2023-08-10,0.2763328741011946,28433.961333333336,28532.581000000002,29972.172000000002,49.39623381998296
2023-08-11,0.27606677109479677,28465.43533333333,28536.553,29962.778000000002,48.91610145954823
2023-08-12,0.2761365995432842,28499.738666666664,28542.414,29937.754,49.056036721047555
2023-08-13,0.2749278124823069,28528.378666666664,28540.283000000003,29913.084,46.67258124359092
2023-08-14,0.27612244512805023,28541.944666666666,28545.979,29892.312,49.294612995896664
2023-08-15,0.2739388906712967,28557.15,28553.683999999997,29870.877999999997,44.94470336500436
2023-08-16,0.26951327684148935,28562.267333333337,28564.242,29831.621999999996,37.6860569035585
2023-08-17,0.24978579651612662,28555.035333333333,28554.25,29762.764,21.228204242825043
2023-08-18,0.24428916526695227,28541.296666666665,28538.749,29674.914000000004,18.76875630935139
2023-08-19,0.24472512125615717,28533.548000000003,28529.908000000003,29587.444,19.5647352911743
2023-08-20,0.24558759695774432,28519.41533333333,28523.824,29499.523999999998,21.20963904322926
2023-08-21,0.24497612621963877,28510.50733333333,28517.308999999997,29409.69,20.883568031672695
2023-08-22,0.24416366278521145,28500.936,28508.507999999998,29307.461999999996,20.434050935303773
2023-08-23,0.24790325929001453,28490.68733333333,28501.031000000003,29220.818,28.10494742181453
2023-08-24,0.24545737633759224,28484.335333333333,28492.448000000004,29134.102,26.31778579493941
2023-08-25,0.24432691037424273,28476.302,28478.988999999998,29056.984000000004,25.51035725070014
2023-08-26,0.24394851567365577,28460.746666666666,28470.88,28970.397999999997,25.23131696490303
2023-08-27,0.24473644478834428,28447.887333333332,28463.057,28886.634,27.021398007541364
2023-08-28,0.2449091286541982,28432.188666666672,28453.084,28805.674,27.431461058971294
2023-08-29,0.26005435295449825,28427.30733333333,28462.824,28751.846,52.591826830128085
2023-08-30,0.2560429916772038,28421.310666666664,28467.339,28685.355999999996,47.85887773831682
2023-08-31,0.24319550078321095,28408.87866666667,28454.505,28596.356,36.522281084324284
2023-09-01,0.24193009606129806,28393.137333333332,28449.253000000004,28483.097999999998,35.62712900152252
2023-09-02,0.24255760847000207,28377.778666666665,28443.191999999995,28394.144000000004,36.4588384445069
2023-09-03,0.24351350331213314,28364.00733333333,28435.786999999997,28307.736,37.77766457849013
2023-09-04,0.24211976522543263,28350.093333333334,28425.445,28219.492,36.58533806667038
2023-09-05,0.24180742446260403,28335.753333333334,28402.635,28132.502,36.308768875347894
2023-09-06,0.24150357634891575,28318.62933333333,28382.820999999996,28050.326,36.023473406506554
2023-09-07,0.24614433729027874,28296.021333333327,28368.337000000003,27977.127999999997,43.34555667228637
2023-09-08,0.24293317228754222,28267.353999999996,28355.271,27899.298,39.93933474490538
2023-09-09,0.2428539075622322,28240.785333333333,28346.092,27819.257999999998,39.85607694613232
2023-09-10,0.24227923830373488,28210.47066666667,28332.047,27740.284,39.21776983737187
2023-09-11,0.23592107498065562,28175.096666666668,28312.990999999995,27641.894000000004,32.93329837126892
2023-09-12,0.24222545152584596,28145.32933333333,28300.112999999998,27575.022,42.73247195696499
2023-09-13,0.2458914450714326,28118.080666666672,28304.869,27514.91,47.53314136620427
2023-09-14,0.2487383697888161,28098.67933333333,28297.814,27458.36,50.970462658930856
2023-09-15,0.2494583577103818,28073.471333333335,28300.398999999998,27405.926,51.829962812783265
2023-09-16,0.24909034291429974,28058.46,28301.007999999998,27350.866,51.33460034147679
2023-09-17,0.24877988940683562,28047.050666666662,28301.506,27294.377999999997,50.89271076001714
2023-09-18,0.250991752694057,28043.708666666666,28310.701,27244.014,53.9351349993669
2023-09-19,0.25519750127389734,28039.677333333337,28323.509,27203.55,59.12123925111662
2023-09-20,0.254402966765433,28036.568000000003,28335.690999999995,27151.806,57.797404084038995
2023-09-21,0.24916583312888066,28030.306000000004,28342.096999999998,27099.732000000004,49.87056174950544
2023-09-22,0.2492781248230698,28018.86,28356.621,27047.584,50.02881411296924
2023-09-23,0.24925264687564871,28006.557333333338,28366.5,26997.057999999997,49.990253476653834
2023-09-24,0.2461603789608772,27985.061333333335,28365.602,26940.726000000002,45.414947333568676
2023-09-25,0.24664351633419518,27964.933999999997,28363.479,26885.154,46.24279363792755
2023-09-26,0.2458527563364599,27944.832666666665,28362.271,26825.448000000004,45.03880718107113
2023-09-27,0.24724177628474905,27925.592666666667,28357.473,26757.221999999998,47.618703523761695
2023-09-28,0.253436692018797,27918.559333333335,28344.622000000003,26706.113999999998,57.2555953410727
2023-09-29,0.25237227999320583,27906.83066666667,28313.751,26655.33,55.37064725717338
2023-09-30,0.25287145903712227,27893.09133333333,28284.473,26606.167999999998,56.10056123778783
2023-10-01,0.262419083926246,27887.30733333333,28257.424000000003,26577.093999999997,67.1627594254571
2023-10-02,0.25799158284107415,27873.921333333335,28227.141,26541.198000000004,59.655506987880024
